Name,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,107,Hunts Point - Mott Haven,2009-2011,2009-01-01,25.0
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,201,Greenpoint,2009-2011,2009-01-01,20.5
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,202,Downtown - Heights - Slope,2009-2011,2009-01-01,19.8
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,203,Bedford Stuyvesant - Crown Heights,2009-2011,2009-01-01,23.9
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,204,East New York,2009-2011,2009-01-01,22.4
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,205,Sunset Park,2009-2011,2009-01-01,17.1
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,206,Borough Park,2009-2011,2009-01-01,19.9
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,207,East Flatbush - Flatbush,2009-2011,2009-01-01,18.5
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,208,Canarsie - Flatlands,2009-2011,2009-01-01,18.3
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,209,Bensonhurst - Bay Ridge,2009-2011,2009-01-01,16.5
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,210,Coney Island - Sheepshead Bay,2009-2011,2009-01-01,22.3
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,211,Williamsburg - Bushwick,2009-2011,2009-01-01,26.9
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,301,Washington Heights,2009-2011,2009-01-01,18.1
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,302,Central Harlem - Morningside Heights,2009-2011,2009-01-01,19.7
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,303,East Harlem,2009-2011,2009-01-01,23.3
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,304,Upper West Side,2009-2011,2009-01-01,12.0
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,305,Upper East Side,2009-2011,2009-01-01,11.1
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,306,Chelsea - Clinton,2009-2011,2009-01-01,11.7
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,307,Gramercy Park - Murray Hill,2009-2011,2009-01-01,12.9
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,308,Greenwich Village - SoHo,2009-2011,2009-01-01,9.6
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,309,Union Square - Lower East Side,2009-2011,2009-01-01,18.5
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,310,Lower Manhattan,2009-2011,2009-01-01,14.0
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,401,Long Island City - Astoria,2009-2011,2009-01-01,15.6
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,402,West Queens,2009-2011,2009-01-01,13.2
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,403,Flushing - Clearview,2009-2011,2009-01-01,14.1
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,404,Bayside - Little Neck,2009-2011,2009-01-01,12.5
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,405,Ridgewood - Forest Hills,2009-2011,2009-01-01,15.7
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,406,Fresh Meadows,2009-2011,2009-01-01,14.9
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,407,Southwest Queens,2009-2011,2009-01-01,19.9
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,408,Jamaica,2009-2011,2009-01-01,18.9
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,409,Southeast Queens,2009-2011,2009-01-01,14.5
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,410,Rockaways,2009-2011,2009-01-01,19.8
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,501,Port Richmond,2009-2011,2009-01-01,16.4
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,502,Stapleton - St. George,2009-2011,2009-01-01,16.9
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,503,Willowbrook,2009-2011,2009-01-01,17.8
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),UHF42,504,South Beach - Tottenville,2009-2011,2009-01-01,15.2
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Citywide,1,New York City,2009-2011,2009-01-01,17.8
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Borough,1,Bronx,2009-2011,2009-01-01,18.8
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Borough,2,Brooklyn,2009-2011,2009-01-01,20.6
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Borough,3,Manhattan,2009-2011,2009-01-01,15.0
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Borough,4,Queens,2009-2011,2009-01-01,15.8
PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Borough,5,Staten Island,2009-2011,2009-01-01,16.3
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,101,Kingsbridge - Riverdale,2009-2011,2009-01-01,18.6
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,102,Northeast Bronx,2009-2011,2009-01-01,18.6
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,103,Fordham - Bronx Pk,2009-2011,2009-01-01,20.5
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,104,Pelham - Throgs Neck,2009-2011,2009-01-01,19.7
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,105,Crotona -Tremont,2009-2011,2009-01-01,25.1
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,106,High Bridge - Morrisania,2009-2011,2009-01-01,27.6
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,107,Hunts Point - Mott Haven,2009-2011,2009-01-01,30.2
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,201,Greenpoint,2009-2011,2009-01-01,10.0
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,202,Downtown - Heights - Slope,2009-2011,2009-01-01,13.1
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,203,Bedford Stuyvesant - Crown Heights,2009-2011,2009-01-01,16.3
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,204,East New York,2009-2011,2009-01-01,13.9
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,205,Sunset Park,2009-2011,2009-01-01,12.5
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,206,Borough Park,2009-2011,2009-01-01,11.8
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,207,East Flatbush - Flatbush,2009-2011,2009-01-01,10.5
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,208,Canarsie - Flatlands,2009-2011,2009-01-01,12.5
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,209,Bensonhurst - Bay Ridge,2009-2011,2009-01-01,10.4
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,210,Coney Island - Sheepshead Bay,2009-2011,2009-01-01,15.4
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,211,Williamsburg - Bushwick,2009-2011,2009-01-01,18.2
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,301,Washington Heights,2009-2011,2009-01-01,12.5
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,302,Central Harlem - Morningside Heights,2009-2011,2009-01-01,18.8
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,303,East Harlem,2009-2011,2009-01-01,29.2
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,304,Upper West Side,2009-2011,2009-01-01,11.6
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,305,Upper East Side,2009-2011,2009-01-01,9.2
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,306,Chelsea - Clinton,2009-2011,2009-01-01,9.0
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,307,Gramercy Park - Murray Hill,2009-2011,2009-01-01,8.6
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,308,Greenwich Village - SoHo,2009-2011,2009-01-01,5.4
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,309,Union Square - Lower East Side,2009-2011,2009-01-01,15.5
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,310,Lower Manhattan,2009-2011,2009-01-01,5.8
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,401,Long Island City - Astoria,2009-2011,2009-01-01,12.3
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,402,West Queens,2009-2011,2009-01-01,9.6
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,403,Flushing - Clearview,2009-2011,2009-01-01,11.3
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,404,Bayside - Little Neck,2009-2011,2009-01-01,10.2
Ozone (O3),Borough,3,Manhattan,Summer 2014,2014-06-01,27.0
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,405,Ridgewood - Forest Hills,2009-2011,2009-01-01,12.4
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,406,Fresh Meadows,2009-2011,2009-01-01,9.7
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,407,Southwest Queens,2009-2011,2009-01-01,10.5
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,408,Jamaica,2009-2011,2009-01-01,12.7
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,409,Southeast Queens,2009-2011,2009-01-01,10.0
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,410,Rockaways,2009-2011,2009-01-01,18.8
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,501,Port Richmond,2009-2011,2009-01-01,16.6
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,502,Stapleton - St. George,2009-2011,2009-01-01,17.3
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,503,Willowbrook,2009-2011,2009-01-01,13.5
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),UHF42,504,South Beach - Tottenville,2009-2011,2009-01-01,11.7
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Citywide,1,New York City,2009-2011,2009-01-01,14.1
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Borough,1,Bronx,2009-2011,2009-01-01,20.6
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Borough,2,Brooklyn,2009-2011,2009-01-01,13.3
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Borough,3,Manhattan,2009-2011,2009-01-01,12.6
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Borough,4,Queens,2009-2011,2009-01-01,11.4
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Borough,5,Staten Island,2009-2011,2009-01-01,14.2
PM2.5-Attributable Deaths,UHF42,101,Kingsbridge - Riverdale,2009-2011,2009-01-01,77.6
PM2.5-Attributable Deaths,UHF42,102,Northeast Bronx,2009-2011,2009-01-01,57.0
PM2.5-Attributable Deaths,UHF42,103,Fordham - Bronx Pk,2009-2011,2009-01-01,49.6
PM2.5-Attributable Deaths,UHF42,104,Pelham - Throgs Neck,2009-2011,2009-01-01,54.5
PM2.5-Attributable Deaths,UHF42,105,Crotona -Tremont,2009-2011,2009-01-01,47.4
PM2.5-Attributable Deaths,UHF42,106,High Bridge - Morrisania,2009-2011,2009-01-01,55.8
PM2.5-Attributable Deaths,UHF42,107,Hunts Point - Mott Haven,2009-2011,2009-01-01,58.8
PM2.5-Attributable Deaths,UHF42,201,Greenpoint,2009-2011,2009-01-01,45.6
PM2.5-Attributable Deaths,UHF42,202,Downtown - Heights - Slope,2009-2011,2009-01-01,40.5
PM2.5-Attributable Deaths,UHF42,203,Bedford Stuyvesant - Crown Heights,2009-2011,2009-01-01,55.9
PM2.5-Attributable Deaths,UHF42,204,East New York,2009-2011,2009-01-01,45.9
PM2.5-Attributable Deaths,UHF42,205,Sunset Park,2009-2011,2009-01-01,38.7
PM2.5-Attributable Deaths,UHF42,206,Borough Park,2009-2011,2009-01-01,50.3
PM2.5-Attributable Deaths,UHF42,207,East Flatbush - Flatbush,2009-2011,2009-01-01,43.2
PM2.5-Attributable Deaths,UHF42,208,Canarsie - Flatlands,2009-2011,2009-01-01,49.7
PM2.5-Attributable Deaths,UHF42,209,Bensonhurst - Bay Ridge,2009-2011,2009-01-01,53.6
PM2.5-Attributable Deaths,UHF42,210,Coney Island - Sheepshead Bay,2009-2011,2009-01-01,63.4
Sulfur Dioxide (SO2),CD,208,Riverdale and Fieldston (CD8),Winter 2008-09,2008-12-01,6.74
PM2.5-Attributable Deaths,UHF42,211,Williamsburg - Bushwick,2009-2011,2009-01-01,50.0
PM2.5-Attributable Deaths,UHF42,301,Washington Heights,2009-2011,2009-01-01,46.0
PM2.5-Attributable Deaths,UHF42,302,Central Harlem - Morningside Heights,2009-2011,2009-01-01,63.6
PM2.5-Attributable Deaths,UHF42,303,East Harlem,2009-2011,2009-01-01,69.9
PM2.5-Attributable Deaths,UHF42,304,Upper West Side,2009-2011,2009-01-01,48.9
PM2.5-Attributable Deaths,UHF42,305,Upper East Side,2009-2011,2009-01-01,45.3
PM2.5-Attributable Deaths,UHF42,306,Chelsea - Clinton,2009-2011,2009-01-01,39.7
PM2.5-Attributable Deaths,UHF42,307,Gramercy Park - Murray Hill,2009-2011,2009-01-01,47.9
PM2.5-Attributable Deaths,UHF42,308,Greenwich Village - SoHo,2009-2011,2009-01-01,41.0
PM2.5-Attributable Deaths,UHF42,309,Union Square - Lower East Side,2009-2011,2009-01-01,58.8
PM2.5-Attributable Deaths,UHF42,310,Lower Manhattan,2009-2011,2009-01-01,36.4
PM2.5-Attributable Deaths,UHF42,401,Long Island City - Astoria,2009-2011,2009-01-01,39.8
PM2.5-Attributable Deaths,UHF42,402,West Queens,2009-2011,2009-01-01,33.2
PM2.5-Attributable Deaths,UHF42,403,Flushing - Clearview,2009-2011,2009-01-01,43.6
PM2.5-Attributable Deaths,UHF42,404,Bayside - Little Neck,2009-2011,2009-01-01,34.5
PM2.5-Attributable Deaths,UHF42,405,Ridgewood - Forest Hills,2009-2011,2009-01-01,45.7
PM2.5-Attributable Deaths,UHF42,406,Fresh Meadows,2009-2011,2009-01-01,43.4
PM2.5-Attributable Deaths,UHF42,407,Southwest Queens,2009-2011,2009-01-01,37.1
PM2.5-Attributable Deaths,UHF42,408,Jamaica,2009-2011,2009-01-01,42.7
PM2.5-Attributable Deaths,UHF42,409,Southeast Queens,2009-2011,2009-01-01,34.4
PM2.5-Attributable Deaths,UHF42,410,Rockaways,2009-2011,2009-01-01,69.8
PM2.5-Attributable Deaths,UHF42,501,Port Richmond,2009-2011,2009-01-01,49.1
PM2.5-Attributable Deaths,UHF42,502,Stapleton - St. George,2009-2011,2009-01-01,54.3
PM2.5-Attributable Deaths,UHF42,503,Willowbrook,2009-2011,2009-01-01,58.3
PM2.5-Attributable Deaths,UHF42,504,South Beach - Tottenville,2009-2011,2009-01-01,48.0
PM2.5-Attributable Deaths,Citywide,1,New York City,2009-2011,2009-01-01,48.2
PM2.5-Attributable Deaths,Borough,1,Bronx,2009-2011,2009-01-01,55.0
PM2.5-Attributable Deaths,Borough,2,Brooklyn,2009-2011,2009-01-01,50.1
PM2.5-Attributable Deaths,Borough,3,Manhattan,2009-2011,2009-01-01,50.0
PM2.5-Attributable Deaths,Borough,4,Queens,2009-2011,2009-01-01,40.5
PM2.5-Attributable Deaths,Borough,5,Staten Island,2009-2011,2009-01-01,51.7
O3-Attributable Cardiac and Respiratory Deaths,UHF42,101,Kingsbridge - Riverdale,2009-2011,2009-01-01,8.6
O3-Attributable Cardiac and Respiratory Deaths,UHF42,102,Northeast Bronx,2009-2011,2009-01-01,5.4
O3-Attributable Cardiac and Respiratory Deaths,UHF42,103,Fordham - Bronx Pk,2009-2011,2009-01-01,4.0
O3-Attributable Cardiac and Respiratory Deaths,UHF42,104,Pelham - Throgs Neck,2009-2011,2009-01-01,4.5
O3-Attributable Cardiac and Respiratory Deaths,UHF42,105,Crotona -Tremont,2009-2011,2009-01-01,2.7
O3-Attributable Cardiac and Respiratory Deaths,UHF42,106,High Bridge - Morrisania,2009-2011,2009-01-01,2.8
O3-Attributable Cardiac and Respiratory Deaths,UHF42,107,Hunts Point - Mott Haven,2009-2011,2009-01-01,3.1
O3-Attributable Cardiac and Respiratory Deaths,UHF42,201,Greenpoint,2009-2011,2009-01-01,3.6
O3-Attributable Cardiac and Respiratory Deaths,UHF42,202,Downtown - Heights - Slope,2009-2011,2009-01-01,4.2
O3-Attributable Cardiac and Respiratory Deaths,UHF42,203,Bedford Stuyvesant - Crown Heights,2009-2011,2009-01-01,4.8
O3-Attributable Cardiac and Respiratory Deaths,UHF42,204,East New York,2009-2011,2009-01-01,3.5
O3-Attributable Cardiac and Respiratory Deaths,UHF42,205,Sunset Park,2009-2011,2009-01-01,4.1
O3-Attributable Cardiac and Respiratory Deaths,UHF42,206,Borough Park,2009-2011,2009-01-01,5.3
O3-Attributable Cardiac and Respiratory Deaths,UHF42,207,East Flatbush - Flatbush,2009-2011,2009-01-01,3.9
O3-Attributable Cardiac and Respiratory Deaths,UHF42,208,Canarsie - Flatlands,2009-2011,2009-01-01,5.7
O3-Attributable Cardiac and Respiratory Deaths,UHF42,209,Bensonhurst - Bay Ridge,2009-2011,2009-01-01,7.2
O3-Attributable Cardiac and Respiratory Deaths,UHF42,210,Coney Island - Sheepshead Bay,2009-2011,2009-01-01,8.9
O3-Attributable Cardiac and Respiratory Deaths,UHF42,211,Williamsburg - Bushwick,2009-2011,2009-01-01,3.7
O3-Attributable Cardiac and Respiratory Deaths,UHF42,301,Washington Heights,2009-2011,2009-01-01,3.2
O3-Attributable Cardiac and Respiratory Deaths,UHF42,302,Central Harlem - Morningside Heights,2009-2011,2009-01-01,4.3
O3-Attributable Cardiac and Respiratory Deaths,UHF42,303,East Harlem,2009-2011,2009-01-01,4.7
O3-Attributable Cardiac and Respiratory Deaths,UHF42,304,Upper West Side,2009-2011,2009-01-01,4.1
O3-Attributable Cardiac and Respiratory Deaths,UHF42,305,Upper East Side,2009-2011,2009-01-01,4.0
O3-Attributable Cardiac and Respiratory Deaths,UHF42,306,Chelsea - Clinton,2009-2011,2009-01-01,3.4
O3-Attributable Cardiac and Respiratory Deaths,UHF42,307,Gramercy Park - Murray Hill,2009-2011,2009-01-01,3.6
O3-Attributable Cardiac and Respiratory Deaths,UHF42,308,Greenwich Village - SoHo,2009-2011,2009-01-01,3.4
O3-Attributable Cardiac and Respiratory Deaths,UHF42,309,Union Square - Lower East Side,2009-2011,2009-01-01,4.0
O3-Attributable Cardiac and Respiratory Deaths,UHF42,310,Lower Manhattan,2009-2011,2009-01-01,2.8
O3-Attributable Cardiac and Respiratory Deaths,UHF42,401,Long Island City - Astoria,2009-2011,2009-01-01,3.5
O3-Attributable Cardiac and Respiratory Deaths,UHF42,402,West Queens,2009-2011,2009-01-01,3.0
O3-Attributable Cardiac and Respiratory Deaths,UHF42,403,Flushing - Clearview,2009-2011,2009-01-01,5.4
O3-Attributable Cardiac and Respiratory Deaths,UHF42,404,Bayside - Little Neck,2009-2011,2009-01-01,4.5
O3-Attributable Cardiac and Respiratory Deaths,UHF42,405,Ridgewood - Forest Hills,2009-2011,2009-01-01,5.5
O3-Attributable Cardiac and Respiratory Deaths,UHF42,406,Fresh Meadows,2009-2011,2009-01-01,4.8
O3-Attributable Cardiac and Respiratory Deaths,UHF42,407,Southwest Queens,2009-2011,2009-01-01,4.0
O3-Attributable Cardiac and Respiratory Deaths,UHF42,408,Jamaica,2009-2011,2009-01-01,5.2
O3-Attributable Cardiac and Respiratory Deaths,UHF42,409,Southeast Queens,2009-2011,2009-01-01,4.3
O3-Attributable Cardiac and Respiratory Deaths,UHF42,410,Rockaways,2009-2011,2009-01-01,9.0
O3-Attributable Cardiac and Respiratory Deaths,UHF42,501,Port Richmond,2009-2011,2009-01-01,5.7
O3-Attributable Cardiac and Respiratory Deaths,UHF42,502,Stapleton - St. George,2009-2011,2009-01-01,8.4
O3-Attributable Cardiac and Respiratory Deaths,UHF42,503,Willowbrook,2009-2011,2009-01-01,9.7
O3-Attributable Cardiac and Respiratory Deaths,UHF42,504,South Beach - Tottenville,2009-2011,2009-01-01,7.3
O3-Attributable Cardiac and Respiratory Deaths,Citywide,1,New York City,2009-2011,2009-01-01,4.7
O3-Attributable Cardiac and Respiratory Deaths,Borough,1,Bronx,2009-2011,2009-01-01,4.1
O3-Attributable Cardiac and Respiratory Deaths,Borough,2,Brooklyn,2009-2011,2009-01-01,5.2
O3-Attributable Cardiac and Respiratory Deaths,Borough,3,Manhattan,2009-2011,2009-01-01,3.8
O3-Attributable Cardiac and Respiratory Deaths,Borough,4,Queens,2009-2011,2009-01-01,4.5
O3-Attributable Cardiac and Respiratory Deaths,Borough,5,Staten Island,2009-2011,2009-01-01,7.8
O3-Attributable Asthma Emergency Department Visits,UHF42,101,Kingsbridge - Riverdale,2009-2011,2009-01-01,66.2
O3-Attributable Asthma Emergency Department Visits,UHF42,102,Northeast Bronx,2009-2011,2009-01-01,79.3
O3-Attributable Asthma Emergency Department Visits,UHF42,103,Fordham - Bronx Pk,2009-2011,2009-01-01,125.0
O3-Attributable Asthma Emergency Department Visits,UHF42,104,Pelham - Throgs Neck,2009-2011,2009-01-01,116.0
O3-Attributable Asthma Emergency Department Visits,UHF42,105,Crotona -Tremont,2009-2011,2009-01-01,183.9
O3-Attributable Asthma Emergency Department Visits,UHF42,106,High Bridge - Morrisania,2009-2011,2009-01-01,202.0
O3-Attributable Asthma Emergency Department Visits,UHF42,107,Hunts Point - Mott Haven,2009-2011,2009-01-01,206.3
O3-Attributable Asthma Emergency Department Visits,UHF42,201,Greenpoint,2009-2011,2009-01-01,58.6
O3-Attributable Asthma Emergency Department Visits,UHF42,202,Downtown - Heights - Slope,2009-2011,2009-01-01,95.3
O3-Attributable Asthma Emergency Department Visits,UHF42,203,Bedford Stuyvesant - Crown Heights,2009-2011,2009-01-01,191.4
O3-Attributable Asthma Emergency Department Visits,UHF42,204,East New York,2009-2011,2009-01-01,164.0
O3-Attributable Asthma Emergency Department Visits,UHF42,205,Sunset Park,2009-2011,2009-01-01,59.5
O3-Attributable Asthma Emergency Department Visits,UHF42,206,Borough Park,2009-2011,2009-01-01,22.7
O3-Attributable Asthma Emergency Department Visits,UHF42,207,East Flatbush - Flatbush,2009-2011,2009-01-01,129.2
O3-Attributable Asthma Emergency Department Visits,UHF42,208,Canarsie - Flatlands,2009-2011,2009-01-01,97.7
O3-Attributable Asthma Emergency Department Visits,UHF42,209,Bensonhurst - Bay Ridge,2009-2011,2009-01-01,24.9
O3-Attributable Asthma Emergency Department Visits,UHF42,210,Coney Island - Sheepshead Bay,2009-2011,2009-01-01,42.3
O3-Attributable Asthma Emergency Department Visits,UHF42,211,Williamsburg - Bushwick,2009-2011,2009-01-01,185.8
O3-Attributable Asthma Emergency Department Visits,UHF42,301,Washington Heights,2009-2011,2009-01-01,130.2
O3-Attributable Asthma Emergency Department Visits,UHF42,302,Central Harlem - Morningside Heights,2009-2011,2009-01-01,269.9
O3-Attributable Asthma Emergency Department Visits,UHF42,303,East Harlem,2009-2011,2009-01-01,276.0
O3-Attributable Asthma Emergency Department Visits,UHF42,304,Upper West Side,2009-2011,2009-01-01,69.8
O3-Attributable Asthma Emergency Department Visits,UHF42,305,Upper East Side,2009-2011,2009-01-01,35.4
O3-Attributable Asthma Emergency Department Visits,UHF42,306,Chelsea - Clinton,2009-2011,2009-01-01,91.6
O3-Attributable Asthma Emergency Department Visits,UHF42,307,Gramercy Park - Murray Hill,2009-2011,2009-01-01,70.0
O3-Attributable Asthma Emergency Department Visits,UHF42,308,Greenwich Village - SoHo,2009-2011,2009-01-01,24.2
O3-Attributable Asthma Emergency Department Visits,UHF42,309,Union Square - Lower East Side,2009-2011,2009-01-01,144.0
O3-Attributable Asthma Emergency Department Visits,UHF42,310,Lower Manhattan,2009-2011,2009-01-01,56.8
O3-Attributable Asthma Emergency Department Visits,UHF42,401,Long Island City - Astoria,2009-2011,2009-01-01,75.0
O3-Attributable Asthma Emergency Department Visits,UHF42,402,West Queens,2009-2011,2009-01-01,72.4
O3-Attributable Asthma Emergency Department Visits,UHF42,403,Flushing - Clearview,2009-2011,2009-01-01,40.0
O3-Attributable Asthma Emergency Department Visits,UHF42,404,Bayside - Little Neck,2009-2011,2009-01-01,27.5
O3-Attributable Asthma Emergency Department Visits,UHF42,405,Ridgewood - Forest Hills,2009-2011,2009-01-01,56.3
O3-Attributable Asthma Emergency Department Visits,UHF42,406,Fresh Meadows,2009-2011,2009-01-01,60.9
O3-Attributable Asthma Emergency Department Visits,UHF42,407,Southwest Queens,2009-2011,2009-01-01,89.0
O3-Attributable Asthma Emergency Department Visits,UHF42,408,Jamaica,2009-2011,2009-01-01,144.7
O3-Attributable Asthma Emergency Department Visits,UHF42,409,Southeast Queens,2009-2011,2009-01-01,90.2
O3-Attributable Asthma Emergency Department Visits,UHF42,410,Rockaways,2009-2011,2009-01-01,137.4
O3-Attributable Asthma Emergency Department Visits,UHF42,501,Port Richmond,2009-2011,2009-01-01,118.8
O3-Attributable Asthma Emergency Department Visits,UHF42,502,Stapleton - St. George,2009-2011,2009-01-01,101.7
O3-Attributable Asthma Emergency Department Visits,UHF42,503,Willowbrook,2009-2011,2009-01-01,47.3
O3-Attributable Asthma Emergency Department Visits,UHF42,504,South Beach - Tottenville,2009-2011,2009-01-01,29.8
O3-Attributable Asthma Emergency Department Visits,Citywide,1,New York City,2009-2011,2009-01-01,108.6
